TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,Churn,FavoriteCategory,Customer ID
86,2660.7475567950623,Silver,2023-08-29,1.0,Beauty,12985
76,12546.549765133954,Platinum,2023-07-05,1.0,Sports and Outdoors,13079
99,6023.705694990697,Gold,2023-11-13,0.0,Pet Supplies,15517
31,10348.390784160192,Platinum,2023-07-27,1.0,Home and Kitchen,18145
50,635.885089449757,Bronze,2023-03-23,1.0,Office Products,11094
70,7214.600887957734,Gold,2023-12-12,0.0,Health & Personal Care,15916
64,12319.884395347042,Platinum,2023-08-18,1.0,Clothing,16489
28,9429.774647785362,Gold,2023-12-24,0.0,Furniture,14606
41,5602.986044061477,Gold,2023-11-25,0.0,Electronics,14229
6,2949.7694712225516,Silver,2023-06-29,1.0,Grocery,14932
49,12217.977067863749,Platinum,2023-12-09,0.0,Sports and Outdoors,11496
67,1833.0463956834838,Silver,2023-05-31,1.0,Pet Supplies,15106
13,822.0939355353682,Bronze,2023-01-06,1.0,Beauty,13060
73,1674.9662376181277,Silver,2023-12-09,0.0,Electronics,15730
21,5216.550641862188,Gold,2023-02-19,1.0,Pet Supplies,13532
21,3681.4461443169994,Silver,2023-11-04,0.0,Health & Personal Care,12221
14,5651.320170504425,Gold,2023-10-25,0.0,Grocery,10350
103,8559.707493867565,Gold,2023-12-26,0.0,Home and Kitchen,10656
87,12361.564321457447,Platinum,2023-11-19,0.0,Office Products,15142
70,10643.995055763024,Platinum,,0.0,Electronics,17017
87,3490.639374142755,Silver,2023-05-08,1.0,Furniture,16997
34,1054.9367864291673,Silver,2023-07-07,1.0,Beauty,16631
38,8341.145889889362,Gold,2023-06-04,1.0,Health & Personal Care,14855
66,11312.793749270177,Platinum,2023-11-19,0.0,Clothing,18209
22,8107.031374648099,Gold,2023-12-19,0.0,Pet Supplies,15738
20,11253.048929606604,Platinum,2023-11-02,0.0,Beauty,10900
65,5317.976743054445,Gold,2023-12-05,0.0,Grocery,16115
15,10040.80972760057,Platinum,2023-11-17,0.0,Health & Personal Care,11917
48,8119.219749021103,Gold,2023-12-30,0.0,Furniture,13708
3,12965.213577096452,Platinum,2023-11-29,0.0,Beauty,15348
94,8805.44368239259,Gold,2023-12-04,0.0,Beauty,10423
32,7772.80926105698,Gold,2023-11-08,0.0,Health & Personal Care,16090
57,9877.807443837963,Gold,2023-11-13,0.0,Grocery,10175
23,1990.8419564024653,Silver,2023-05-12,1.0,Home and Kitchen,14663
83,7314.142620165789,Gold,2023-11-24,0.0,Pet Supplies,11450
29,8130.405207184754,Gold,2023-12-09,0.0,Electronics,10462
75,977.30229158563,Bronze,2023-01-27,1.0,Health & Personal Care,14069
12,1363.00246691654,Silver,2023-10-03,0.0,Home and Kitchen,10642
56,3330.498566762412,Silver,2023-10-06,0.0,Furniture,11400
24,7695.993501304739,Gold,2023-12-10,0.0,Clothing,13849
47,8072.629951019779,Gold,2023-12-23,0.0,Sports and Outdoors,13290
92,6850.700463570747,Gold,2023-11-10,0.0,Beauty,14497
65,11637.932890982502,Platinum,2023-11-13,0.0,Home and Kitchen,19970
56,5613.744469691108,Gold,,0.0,Sports and Outdoors,12928
75,7946.888754775114,Gold,,0.0,Office Products,10055
91,4200.022511893452,Silver,2023-07-15,1.0,Office Products,14319
27,9064.732520418129,Gold,2023-11-01,0.0,Grocery,15631
54,1172.8398236024225,Silver,2023-10-30,0.0,Beauty,17170
104,10393.634115570658,Platinum,2023-11-23,,Furniture,13600
71,4039.2624091206176,Silver,2023-01-04,1.0,Health & Personal Care,10823
71,8931.546383253797,Gold,2023-08-25,1.0,Home and Kitchen,17162
94,11603.514039742873,Platinum,2023-12-08,0.0,Electronics,16480
1,5777.319615429695,Gold,2023-11-13,0.0,Furniture,17900
89,6391.522734537621,Gold,2023-12-31,0.0,Electronics,13343
8,9876.82864101547,Gold,2023-12-08,0.0,Electronics,14464
71,8726.08042691839,Gold,2023-11-10,0.0,Electronics,12248
4,11694.508503480076,Platinum,2023-12-28,0.0,Furniture,12722
4,7253.5232865573125,Gold,2023-06-27,1.0,Health & Personal Care,12269
21,11724.72193623437,Platinum,2023-08-21,1.0,Home and Kitchen,13953
16,9090.050396988478,Gold,2023-07-01,1.0,Sports and Outdoors,15731
89,10884.474274674609,Platinum,2023-12-29,0.0,Health & Personal Care,10125
13,1326.5975287309084,Silver,2023-05-28,1.0,Clothing,17194
17,9951.779777164711,Gold,2023-11-06,0.0,Office Products,17889
11,4572.746172684657,Silver,2023-04-18,1.0,Health & Personal Care,13594
58,7175.331587299303,Gold,2023-11-05,0.0,Home and Kitchen,19227
2,3880.5519034720623,Silver,2023-01-12,1.0,Health & Personal Care,16661
92,9900.980157688382,Gold,2023-07-22,1.0,Home and Kitchen,12933
60,1374.4874543677972,Silver,2023-11-11,0.0,Beauty,14736
89,1475.2616549441889,Silver,2023-08-21,1.0,Clothing,17896
43,257.3705443192917,Bronze,2023-02-02,1.0,Health & Personal Care,16982
13,3881.408414529838,Silver,2023-10-30,0.0,Clothing,14299
60,10721.166811498799,Platinum,2023-03-19,1.0,Pet Supplies,17273
10,1623.4466438252803,Silver,2023-11-03,0.0,Sports and Outdoors,15998
2,6533.547014415986,Gold,2023-11-09,0.0,Furniture,10271
11,6581.99806744106,Gold,2023-11-23,0.0,Sports and Outdoors,11170
59,6540.850168496884,Gold,2023-12-13,0.0,Pet Supplies,10554
103,1075.190154380717,Silver,2023-05-31,1.0,Office Products,19603
57,11396.82147536148,Platinum,2023-06-21,1.0,Health & Personal Care,16620
69,2896.6138958124916,Silver,,1.0,Clothing,16695
86,9767.292338343332,Gold,2023-12-03,0.0,Sports and Outdoors,16604
57,6367.04996510351,Gold,2023-12-13,0.0,Home and Kitchen,19735
99,7530.674257899168,Gold,2023-11-16,0.0,Electronics,14733
90,8687.843633449724,Gold,2023-11-13,0.0,Office Products,17426
27,6019.802072843092,Gold,2023-05-05,1.0,Electronics,12880
80,7164.7227962740735,Gold,,1.0,Electronics,17654
41,12341.365268977468,Platinum,2023-12-18,0.0,Sports and Outdoors,13427
45,12240.942372281852,Platinum,2023-11-18,0.0,Sports and Outdoors,19427
5,3100.951059430744,Silver,2023-11-02,0.0,Home and Kitchen,14463
41,10965.348302098637,Platinum,2023-11-14,0.0,Furniture,19353
21,11503.771538232922,Platinum,2023-11-18,0.0,Clothing,15235
44,9430.724143807147,Gold,2023-11-19,,Furniture,11945
12,1613.7419028008262,Silver,2023-01-15,1.0,Pet Supplies,13685
25,9736.215972970074,Gold,2023-11-30,0.0,Home and Kitchen,14173
55,11834.347344950298,Platinum,2023-11-02,0.0,Clothing,12428
5,450.0379531866634,Bronze,2023-03-01,1.0,Beauty,16757
79,10106.651563511912,Platinum,2023-11-20,0.0,Electronics,17834
95,3073.052141544564,Silver,2023-05-20,1.0,Clothing,16177
8,1178.9867778709834,Silver,2023-12-19,0.0,Clothing,11162
40,8501.609880849997,Gold,2023-12-06,0.0,Office Products,10918
30,224.52726815087317,Bronze,2023-04-18,1.0,Electronics,12686
70,7954.183415258499,Gold,2023-07-16,1.0,Health & Personal Care,11127
61,6728.5651365967,Gold,2023-05-23,1.0,Sports and Outdoors,13896
50,1879.1551582328582,Silver,2023-04-01,1.0,Grocery,17183
76,11417.480233755356,Platinum,2023-11-29,0.0,Pet Supplies,10773
44,6350.710846283613,Gold,2023-12-09,0.0,Sports and Outdoors,13629
98,11367.118489675626,Platinum,2023-12-25,0.0,Electronics,12730
45,12280.182466666249,Platinum,2023-08-10,1.0,Sports and Outdoors,13540
20,2665.2764067709295,Silver,2023-12-30,,Pet Supplies,19040
39,4317.766664205821,Silver,2023-11-08,0.0,Office Products,10402
17,5391.310006716587,Gold,2023-12-28,0.0,Clothing,16575
43,5850.881464071199,Gold,2023-12-07,0.0,Furniture,10183
7,1048.7604567844578,Silver,2023-05-17,1.0,Health & Personal Care,19908
68,7642.312468403303,Gold,2023-09-04,1.0,Sports and Outdoors,18717
48,7635.052342334253,Gold,2023-12-01,0.0,Furniture,19320
58,8080.363951309605,Gold,2023-06-10,1.0,Beauty,14715
7,10411.320281277369,Platinum,2023-11-01,0.0,Home and Kitchen,12160
36,4741.665237357642,Silver,2023-09-09,1.0,Office Products,17987
1,13211.989955596966,Platinum,2023-12-19,,Electronics,18851
55,12226.236179123991,Platinum,2023-12-27,0.0,Clothing,15460
25,3753.7191411221334,Silver,2023-10-23,0.0,Office Products,16768
3,8168.17416290474,Gold,2023-11-23,0.0,Pet Supplies,18263
92,9712.685091737054,Gold,2023-11-03,0.0,Grocery,11735
92,7158.080645399934,Gold,2023-11-02,0.0,Beauty,11093
87,7211.918900429325,Gold,2023-11-26,0.0,Sports and Outdoors,18680
62,12229.450935845522,Platinum,2023-11-14,0.0,Sports and Outdoors,12647
26,10525.00064366729,Platinum,2023-11-11,0.0,Electronics,11134
22,2599.8726025612777,Silver,2023-03-20,1.0,Pet Supplies,12792
84,7309.157411937859,Gold,2023-11-08,0.0,Home and Kitchen,19315
78,9442.590111778985,Gold,2023-03-09,1.0,Furniture,15290
20,5792.722050413952,Gold,2023-12-14,0.0,Office Products,16441
4,7997.942879998871,Gold,2023-04-27,1.0,Health & Personal Care,18748
101,7016.2368440212285,Gold,2023-11-02,0.0,Furniture,10890
96,10525.67244331127,Platinum,2023-10-04,0.0,Beauty,15415
9,12523.863860661782,Platinum,2023-11-15,0.0,Home and Kitchen,17161
32,2058.620413555027,Silver,2023-12-01,0.0,Health & Personal Care,17035
16,521.9949746222727,Bronze,2023-04-29,1.0,Beauty,12668
54,7501.554861517957,Gold,2023-11-07,0.0,Home and Kitchen,11590
56,1559.4238616120772,Silver,2023-05-11,1.0,Health & Personal Care,14168
42,12089.82740485773,Platinum,2023-08-15,1.0,Home and Kitchen,10124
71,9441.482042444059,Gold,2023-11-13,0.0,Grocery,13589
30,4980.888287105267,Silver,2023-09-02,,Health & Personal Care,17484
71,2060.626870528592,Silver,2023-09-29,1.0,Furniture,14861
59,10544.48462990687,Platinum,2023-11-30,0.0,Health & Personal Care,15654
53,13196.79494352628,Platinum,2023-08-30,1.0,Sports and Outdoors,16479
26,7979.3499727461085,Gold,2023-11-13,0.0,Beauty,18666
29,4372.9786362374825,Silver,2023-08-27,1.0,Sports and Outdoors,10793
51,4910.266747631485,Silver,2023-10-07,0.0,Sports and Outdoors,10256
92,10236.148559244277,Platinum,2023-12-20,0.0,Beauty,16648
27,1020.9702694871702,Silver,2023-04-23,1.0,Electronics,12258
52,13002.96449959936,Platinum,2023-12-06,0.0,Clothing,17441
93,7416.90513828297,Gold,2023-12-20,0.0,Office Products,14742
40,8937.13167144514,Gold,2023-11-28,0.0,Grocery,17386
29,7990.738212561513,Gold,2023-11-22,0.0,Clothing,14119
45,3695.8990796803896,Silver,2023-11-15,0.0,Beauty,14118
77,6381.911341328105,Gold,2023-12-30,0.0,Clothing,11408
64,8253.505709173227,Gold,2023-03-20,1.0,Pet Supplies,15940
79,9789.034785206455,Gold,2023-12-11,0.0,Furniture,18559
47,9449.169906426669,Gold,2023-11-12,0.0,Furniture,15429
24,5619.164210987365,Gold,2023-12-16,0.0,Beauty,18681
22,12047.906547911656,Platinum,2023-12-28,0.0,Home and Kitchen,16629
93,3878.641882273786,Silver,2023-12-15,0.0,Pet Supplies,12117
25,4652.178993581651,Silver,2023-07-31,1.0,Health & Personal Care,19428
50,10998.481757300297,Platinum,2023-11-25,0.0,Electronics,16083
34,2083.835923170828,Silver,2023-02-25,1.0,Electronics,17649
78,5331.667546380826,Gold,2023-11-19,0.0,Grocery,10314
60,8983.544349417747,Gold,2023-11-02,0.0,Health & Personal Care,14911
97,3662.9563791924093,Silver,2023-02-27,1.0,Office Products,16419
57,1821.9121650858906,Silver,2023-08-02,1.0,Electronics,11270
26,1724.9457114973366,Silver,2023-06-22,1.0,Furniture,12626
100,8115.236170437658,Gold,2023-12-22,0.0,Clothing,15840
84,1096.0296419896372,Silver,2023-05-02,1.0,Furniture,11129
28,4635.203768345228,Silver,2023-01-29,1.0,Home and Kitchen,12537
103,3454.7055046715686,Silver,2023-09-02,1.0,Beauty,15367
3,11662.722110910374,Platinum,2023-12-13,0.0,Beauty,15073
92,10227.211936817055,Platinum,2023-11-11,0.0,Beauty,19585
98,6720.997233517844,Gold,2023-12-20,0.0,Electronics,11764
21,5588.082881806484,Gold,2023-11-02,0.0,Home and Kitchen,18328
41,11992.61467892285,Platinum,2023-11-24,0.0,Clothing,10846
30,11956.399898143227,Platinum,2023-11-06,0.0,Sports and Outdoors,16999
59,9275.170721219678,Gold,2023-12-09,0.0,Home and Kitchen,16837
104,11818.806346480396,Platinum,2023-04-18,1.0,Electronics,14382
26,4947.339008364054,Silver,2023-08-06,1.0,Electronics,14898
93,692.5717207505858,Bronze,2023-07-31,1.0,Health & Personal Care,17241
82,255.63628715589235,Bronze,2023-11-23,0.0,Pet Supplies,16897
90,7018.920903206847,Gold,2023-05-03,1.0,Beauty,10686
89,2276.7162953445904,Silver,2023-08-08,1.0,Pet Supplies,16932
52,4043.7666203025224,Silver,2023-06-19,1.0,Home and Kitchen,13317
79,664.0055397679165,Bronze,2023-07-18,1.0,Clothing,13181
11,5795.713038414097,Gold,2023-11-27,,Sports and Outdoors,18195
94,12621.785437637418,Platinum,2023-11-24,0.0,Electronics,14379
7,1125.8668280069355,Silver,2023-12-01,0.0,Office Products,12320
53,615.7622862035096,Bronze,2023-05-29,1.0,Health & Personal Care,19180
51,11136.031900519001,Platinum,2023-11-22,0.0,Beauty,14268
102,886.2173517606142,Bronze,2023-11-22,0.0,Beauty,16021
84,2623.907905265749,Silver,2023-01-08,1.0,Grocery,11949
31,13249.235096346729,Platinum,2023-11-29,0.0,Beauty,17945
38,9164.700538563342,Gold,2023-11-01,0.0,Office Products,10084
50,6892.983447566329,Gold,2023-01-09,1.0,Health & Personal Care,12448
23,4699.862469014483,Silver,2023-08-08,1.0,Grocery,19236
68,7569.219103304787,Gold,2023-11-07,0.0,Pet Supplies,15635
69,3395.072837962184,Silver,2023-02-22,1.0,Clothing,16507
40,2704.472077930436,Silver,2023-03-26,1.0,Grocery,17307
29,10504.164040217544,Platinum,2023-01-09,1.0,Furniture,18857
72,12276.375489919632,Platinum,2023-12-21,0.0,Grocery,12672
60,2115.9008493142046,Silver,2023-04-22,1.0,Grocery,19768
6,8684.614946679147,Gold,2023-11-29,0.0,Office Products,15490
23,12633.972511019267,Platinum,,0.0,Grocery,11092
40,3950.0359119081836,Silver,2023-01-27,1.0,Electronics,11840
98,12697.393711323304,Platinum,2023-03-16,1.0,Sports and Outdoors,13464
66,12413.422491546131,Platinum,2023-12-19,0.0,Grocery,10081
80,8461.034965001574,Gold,2023-11-11,0.0,Grocery,10484
10,4729.2849231143255,Silver,2023-02-09,1.0,Clothing,19289
53,7027.032952743671,Gold,2023-11-26,0.0,Furniture,13058
22,9186.394635906918,Gold,2023-05-18,1.0,Electronics,19583
99,2117.6553743188847,Silver,2023-06-17,1.0,Pet Supplies,15092
71,3816.431704279755,Silver,2023-06-25,1.0,Beauty,17775
32,1245.5487346681355,Silver,2023-09-02,1.0,Furniture,15241
32,1030.6760875002,Silver,2023-05-07,1.0,Clothing,13005
6,453.4232788083226,Bronze,2023-04-02,1.0,Sports and Outdoors,10731
50,4856.519678275537,Silver,2023-07-21,1.0,Sports and Outdoors,18134
3,1557.6381097867363,Silver,2023-12-16,0.0,Pet Supplies,12635
63,780.5026933428757,Bronze,2023-11-11,0.0,Sports and Outdoors,14838
2,11223.696994519372,Platinum,2023-11-13,0.0,Health & Personal Care,11528
76,5886.360448793076,Gold,2023-12-20,0.0,Beauty,14679
35,1075.3479555828567,Silver,2023-11-07,0.0,Clothing,16316
96,3289.7034558108585,Silver,2023-12-04,0.0,Office Products,17692
90,11069.156530312977,Platinum,2023-11-09,0.0,Beauty,17050
45,6172.624883702452,Gold,2023-06-12,1.0,Home and Kitchen,13271
84,12993.058192336955,Platinum,2023-12-15,0.0,Pet Supplies,15434
65,243.0151009507686,Bronze,2023-02-15,1.0,Grocery,15406
47,8599.942051502485,Gold,2023-11-04,0.0,Sports and Outdoors,13261
56,4827.596398328158,Silver,2023-12-07,0.0,Office Products,19971
39,4139.754553793252,Silver,2023-09-25,1.0,Office Products,12434
61,5037.805690266256,Gold,2023-11-30,0.0,Furniture,12349
104,5344.045527904561,Gold,2023-11-14,,Beauty,14472
20,7373.427494641587,Gold,2023-01-14,1.0,Sports and Outdoors,17188
30,4176.069087532452,Silver,2023-04-24,1.0,Pet Supplies,12016
76,6494.675502662464,Gold,2023-12-25,0.0,Health & Personal Care,18514
15,12746.228724049333,Platinum,2023-12-04,0.0,Grocery,14805
36,1872.2238646614187,Silver,2023-07-27,1.0,Clothing,19775
52,11949.24260855142,Platinum,2023-12-30,0.0,Sports and Outdoors,10114
42,9696.642948972616,Gold,2023-11-20,0.0,Furniture,17477
90,350.89831406666497,Bronze,,0.0,Grocery,18979
85,7783.24577112084,Gold,2023-12-03,0.0,Electronics,14988
23,10650.626516752549,Platinum,2023-12-09,0.0,Health & Personal Care,12440
15,7325.259611949256,Gold,2023-11-14,0.0,Electronics,11506
67,7300.811313972354,Gold,2023-11-23,0.0,Clothing,11540
3,10773.729875916339,Platinum,2023-12-21,0.0,Health & Personal Care,16636
16,11519.569048291542,Platinum,2023-11-07,0.0,Grocery,11428
39,5917.958024761288,Gold,2023-12-03,0.0,Home and Kitchen,12527
104,11861.920898596387,Platinum,2023-11-04,0.0,Beauty,13420
70,7989.748336454578,Gold,2023-12-23,0.0,Beauty,15224
76,5279.783935455015,Gold,2023-12-19,0.0,Grocery,17174
95,12063.75209936754,Platinum,2023-11-26,0.0,Clothing,14769
103,8818.90608291367,Gold,2023-11-18,0.0,Furniture,10477
79,12391.039116177604,Platinum,2023-11-01,0.0,Clothing,19725
100,7435.179127766396,Gold,2023-12-25,,Electronics,18790
4,2773.653583606244,Silver,2023-06-29,1.0,Health & Personal Care,18584
47,12293.096339009597,Platinum,2023-12-23,0.0,Health & Personal Care,12379
22,121.21339981052506,Bronze,2023-10-19,0.0,Furniture,10931
64,1698.3905923347907,Silver,2023-05-17,1.0,Beauty,15650
57,8447.31351740554,Gold,2023-11-05,0.0,Furniture,18290
79,10986.982539650377,Platinum,2023-11-07,0.0,Sports and Outdoors,10004
10,1143.7502042211204,Silver,2023-12-07,0.0,Electronics,10663
25,1747.1728220998457,Silver,2023-11-19,0.0,Pet Supplies,15966
43,5734.981704930114,Gold,2023-12-07,0.0,Beauty,10096
104,1830.5349258841368,Silver,2023-04-16,1.0,Home and Kitchen,17535
7,7625.040399571367,Gold,2023-12-22,0.0,Pet Supplies,15912
70,3958.5116974284215,Silver,2023-07-06,1.0,Clothing,18166
33,7150.7679055785275,Gold,2023-08-16,1.0,Grocery,11255
49,5299.117075747079,Gold,2023-12-07,0.0,Office Products,18544
65,7144.165245654058,Gold,2023-12-28,0.0,Electronics,16696
88,9326.114295872005,Gold,2023-11-01,0.0,Pet Supplies,14717
25,4751.695614699445,Silver,2023-12-07,0.0,Clothing,16853
55,7399.36697477728,Gold,2023-12-02,0.0,Beauty,14703
89,4433.314008461307,Silver,2023-11-14,0.0,Office Products,14204
30,1554.6745973627567,Silver,2023-04-20,1.0,Health & Personal Care,18657
22,8069.48865709731,Gold,2023-11-05,,Pet Supplies,13301
96,6909.054383980794,Gold,2023-11-15,0.0,Home and Kitchen,17389
47,12267.081265936898,Platinum,2023-12-02,0.0,Grocery,13694
33,8653.75525176996,Gold,2023-11-17,0.0,Home and Kitchen,16483
49,1211.5428258846985,Silver,2023-10-29,0.0,Furniture,17153
18,9200.505486297443,Gold,2023-11-19,0.0,Health & Personal Care,17743
75,4027.659657406086,Silver,2023-06-30,1.0,Pet Supplies,15728
41,1573.3596567618965,Silver,2023-01-21,1.0,Pet Supplies,15639
60,5944.913533148926,Gold,2023-11-19,0.0,Sports and Outdoors,16144
4,3750.4983078571136,Silver,2023-04-03,1.0,Beauty,15194
18,12837.078414722851,Platinum,2023-01-22,1.0,Pet Supplies,17368
6,10494.504650993764,Platinum,2023-12-04,0.0,Clothing,13195
46,6566.1104845155705,Gold,2023-12-04,0.0,Sports and Outdoors,17315
37,4825.993469473566,Silver,2023-08-05,1.0,Home and Kitchen,15950
104,1857.9216232230833,Silver,2023-09-19,1.0,Home and Kitchen,14839
16,206.24517668861574,Bronze,2023-01-20,1.0,Office Products,18456
67,5854.002008877541,Gold,2023-12-11,0.0,Office Products,11031
101,4100.974064675199,Silver,2023-09-08,1.0,Clothing,11312
4,2259.9217671642077,Silver,2023-10-04,0.0,Home and Kitchen,19793
29,6421.195285346258,Gold,2023-11-18,0.0,Health & Personal Care,11287
100,3834.251115947088,Silver,2023-01-06,1.0,Grocery,16047
57,6875.957798271714,Gold,2023-12-28,0.0,Sports and Outdoors,11891
97,1987.7261880905096,Silver,2023-07-01,1.0,Grocery,12395
15,11663.899784442287,Platinum,2023-12-28,0.0,Furniture,16523
71,1543.6668736527708,Silver,2023-08-02,1.0,Grocery,12301
17,11578.252982718024,Platinum,2023-12-19,0.0,Office Products,16154
35,12542.356849320091,Platinum,2023-12-28,0.0,Health & Personal Care,17192
49,8212.988097751118,Gold,2023-11-06,0.0,Clothing,12938
5,9090.428634244414,Gold,,1.0,Furniture,18527
97,1155.631670920858,Silver,2023-08-15,1.0,Beauty,16198
90,1273.2356426131503,Silver,2023-01-07,1.0,Home and Kitchen,19697
20,2195.4238293094772,Silver,2023-12-15,0.0,Health & Personal Care,19812
52,2135.379111732319,Silver,2023-01-25,1.0,Grocery,16973
72,2144.190169036766,Silver,2023-11-20,0.0,Office Products,17169
33,12731.995805201092,Platinum,2023-12-04,0.0,Sports and Outdoors,17199
80,6741.164512771015,Gold,2023-11-20,0.0,Furniture,19778
44,3519.152005509383,Silver,2023-12-03,0.0,Home and Kitchen,18712
87,3593.9368541378158,Silver,2023-06-29,1.0,Office Products,10739
101,2109.3388283055974,Silver,2023-10-07,0.0,Sports and Outdoors,11736
86,9986.660491623226,Gold,2023-10-20,0.0,Beauty,17159
98,4828.7891383031265,Silver,2023-08-28,1.0,Sports and Outdoors,10978
32,10074.811581225158,Platinum,2023-11-29,0.0,Home and Kitchen,10428
38,10116.101875134213,Platinum,2023-11-04,0.0,Electronics,17191
21,9395.050524932874,Gold,2023-11-11,0.0,Health & Personal Care,17270
31,7188.413090274055,Gold,2023-02-12,1.0,Health & Personal Care,16566
35,4100.841714274464,Silver,2023-01-09,1.0,Clothing,12470
